CASE_ID,GPS_NAC_ADOPTER,SURVEY_SOURCE,HOME,STATE,AGE_BINNED,EDUC_BINNED,F1,F2,TRIG1,TRIG3,TRIG2,TRIG4,N1,N2,N3,F3,F4,CIJM1,CIJM2,CIJM3,CNS1,CNS2,CNS4,VB1,VB2,VB3,VA1,VA2,VA3,VT1,VT2,VT3,VE1,VE2,VE4,VO1,VO2,VO3,PN1,PN2,PN3,E2,BTE7,BB1,BB2,BB3,BTE8,BE13,BE10,Co3,BE11,M3,BO15,BTE9,PBC7,PBC9,M2,PBC3,M4,PBC5,M1,Tru5,Tr1,Tr2,Tr3,Dep1,Dep2,Dep3,M6,Suit1,Suit2,O3,SN1,SN4,SN5,DV1,DV2,DV3,DV4,DV7,INT_Q1,INT_Q2,INT_Q3,INT_Q4,INT_Q5,INT_Q6,INT_Q7,TR_GOV,TR_COMP,TR_TRADE,TR_UTIL,TR_ONLINE,TR_FRFAM,TR_NEIGHB,TR_ENVORG,TR_UNIV,INV_NEIGHFR,INV_PARTY,INV_ONLINECUST,INV_ONLINEVIDEO,INV_REVIEWS,INV_FACEBK,INV_GOVTWEB,WINTER_NOPV_BINNED,SUMMER_NOPV_BINNED,BILLS,POWER,STANCE,SOCIAL,ECON,CITYYRS_BINNED,HMYRS_1_TEXT,SQFT_BINNED,GENDER,PEOPLE_TOT_3PLUS,HAVE_KIDS,EMPLOY_1,EMPLOY_2,EMPLOY_5,RETIRED,FINANCIAL,INCOME_BINNED
1124,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,3,3,4,3,4,4,5,4,3,3,4,4,4,4,3,4,4,4,3,3,3,4,3,3,3,3,3,2,3,3,4,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,4,2,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,4,2,2,2,3,2,3,,,3,3,3,3,3,5,5,3,1,0,0,0,1,0,0,1,95
1125,1,1,1,3,4,1,1,0,1,1,1,1,1,0,0,1,0,5,5,4,4,3,4,5,4,4,5,3,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,2,4,3,4,2,4,2,3,3,3,3,2,1,1,2,1,1,1,1,2,3,3,4,2,3,4,3,3,3,2,2,1,2,1,2,6,9,3,1,4,96,96,5,10,4,1,0,0,0,1,0,0,1,3
1126,1,1,1,3,2,1,1,0,0,0,0,0,0,0,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,2,5,5,5,3,5,4,5,3,5,3,3,3,3,3,3,3,2,1,1,4,3,2,3,2,2,4,2,1,1,1,3,2,1,5,5,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,3,4,3,4,4,1,1,2,2,2,2,2,4,4,1,4,3,3,3,1,5,2,1,0,0,0,0,0,1,2,3
1127,1,1,1,1,4,4,1,1,0,1,0,1,1,0,0,0,0,3,3,3,3,3,2,5,3,3,4,3,3,3,5,4,2,3,3,3,3,4,4,4,3,5,2,4,4,2,3,3,3,2,3,2,3,3,1,98,98,3,3,2,3,4,3,3,4,98,4,98,3,5,5,1,4,3,4,4,3,4,4,2,2,2,2,3,2,2,3,3,2,2,2,3,5,5,3,4,5,1,2,2,4,2,2,7,7,3,1,3,3,3,6,10,1,0,0,0,0,0,0,1,1,4
1128,1,1,1,4,3,2,1,1,1,1,1,0,0,1,0,1,0,3,3,4,4,3,2,5,5,3,5,5,5,5,5,3,2,2,3,4,5,4,4,4,4,5,3,4,5,5,5,4,5,5,4,2,1,2,2,3,3,4,3,5,3,4,3,4,2,3,2,3,1,1,1,1,3,1,4,4,4,98,3,2,2,2,1,2,3,3,3,3,2,2,2,2,4,3,3,4,3,2,2,2,2,1,3,6,11,3,1,2,2,2,2,15,2,1,0,0,1,0,0,0,2,95
1129,1,1,1,2,4,4,1,1,1,1,1,0,1,1,1,1,0,4,3,4,3,3,4,4,4,4,5,4,4,4,5,4,4,4,4,5,5,4,4,4,4,3,5,4,4,5,4,4,5,4,4,1,1,2,1,2,2,3,3,3,3,2,1,4,2,4,2,2,1,1,1,1,4,1,5,5,5,5,4,5,5,5,5,5,5,4,5,4,3,4,5,4,3,3,3,3,5,5,3,3,3,1,4,6,8,3,3,4,4,4,7,25,3,0,0,0,0,0,0,1,2,5
1130,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,3,2,2,3,5,5,4,5,5,5,5,5,5,3,4,2,3,4,5,4,4,4,4,3,4,3,4,4,4,4,4,3,2,3,2,1,3,3,4,3,3,3,4,3,3,4,3,4,4,2,2,2,2,3,1,4,4,4,4,4,3,4,5,3,5,5,5,5,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,2,7,6,3,1,3,3,3,5,40,2,1,1,0,0,0,1,0,2,4
1131,1,1,1,3,3,2,0,1,0,0,0,0,0,0,0,0,0,4,4,4,3,3,2,3,3,3,4,4,3,5,5,5,3,3,2,3,3,3,3,3,4,4,4,4,3,4,4,3,4,3,4,2,2,2,3,4,3,4,3,3,3,4,4,5,4,4,2,4,1,1,1,2,3,2,3,5,4,4,5,1,4,4,3,4,5,4,5,1,3,3,2,4,4,4,2,3,5,5,4,3,3,1,1,3,5,3,3,4,4,4,3,25,2,1,0,0,0,0,0,1,2,3
1132,1,1,1,2,2,4,0,1,0,1,1,1,0,0,0,0,0,4,3,4,4,3,4,3,3,3,4,3,3,4,5,3,3,4,3,4,4,3,4,1,3,5,3,4,98,3,3,3,3,3,3,2,2,2,3,4,3,98,3,5,3,4,4,5,3,3,3,4,2,3,3,3,3,3,2,2,4,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,4,2,3,3,2,2,2,9,9,3,3,4,1,5,4,1,2,1,1,1,0,0,1,0,1,95
1133,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,3,2,2,4,2,4,3,5,4,3,2,2,2,2,2,3,3,3,4,3,3,3,3,4,2,3,2,3,2,3,3,3,4,3,4,3,4,4,4,4,4,3,3,3,4,4,4,4,2,2,3,3,3,3,2,3,2,2,2,2,1,2,2,2,3,3,2,3,3,3,3,2,2,3,1,2,2,1,1,1,6,6,3,3,2,2,2,5,20,3,1,1,0,0,0,1,0,3,2
1134,1,1,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,3,4,3,4,4,4,5,5,4,4,4,2,4,4,4,4,4,4,5,4,98,4,4,4,4,4,4,4,2,3,2,98,98,98,4,4,5,3,4,5,5,4,98,4,4,2,98,2,2,3,98,4,4,4,98,4,2,3,3,3,4,4,3,4,1,1,1,1,1,3,3,2,3,4,1,1,1,2,1,1,6,6,4,1,4,3,3,6,10,3,1,0,0,1,0,0,0,2,2
1135,1,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,5,4,4,3,3,4,4,4,4,4,3,5,5,5,5,1,2,4,5,5,4,3,4,4,4,4,4,3,4,4,3,3,3,4,3,4,4,4,98,98,4,4,98,3,5,5,5,5,98,4,4,98,98,98,2,98,2,98,4,5,4,4,98,4,3,5,3,5,5,5,4,2,3,3,3,4,3,3,3,4,4,4,4,4,1,4,4,5,4,3,3,3,3,8,20,1,0,0,0,0,0,0,1,1,3
1136,1,1,1,1,3,4,1,1,1,0,0,0,0,0,0,0,0,5,4,3,4,4,4,5,5,5,5,5,5,5,5,5,4,3,3,5,4,5,5,4,4,5,4,4,5,4,4,4,4,4,4,1,2,2,2,3,2,4,4,3,4,5,4,5,5,3,2,2,2,2,4,2,4,3,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,2,2,5,4,4,3,5,4,4,4,3,3,3,4,6,4,3,3,2,3,7,30,4,0,1,1,0,0,0,1,2,3
1137,1,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,3,4,4,4,4,3,4,4,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,2,3,4,3,2,2,2,2,2,2,2,2,2,6,6,3,2,3,3,3,1,5,2,1,0,0,0,0,1,0,2,4
1138,1,1,1,4,2,2,1,1,0,1,1,0,1,1,0,1,1,3,5,4,2,2,3,4,4,2,2,4,5,5,5,3,1,2,3,4,3,3,4,4,4,4,5,4,3,5,5,2,3,3,5,1,1,1,4,2,5,4,3,4,4,2,2,3,4,3,2,5,1,1,1,1,4,1,5,4,4,2,2,2,3,3,2,3,3,2,2,5,3,3,2,4,5,4,3,4,5,3,4,4,1,1,5,3,6,3,3,3,2,4,3,10,3,0,0,0,0,1,0,0,1,4
1139,1,1,1,4,1,1,1,1,0,1,0,0,0,0,1,1,0,2,2,2,3,3,2,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,4,3,3,3,4,3,4,4,3,4,3,2,2,2,2,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,1,4,1,4,1,4,4,6,4,2,97,98,98,2,20,1,1,1,0,1,0,0,0,2,2
1140,1,1,1,4,1,2,0,1,0,0,0,0,0,0,0,0,0,5,5,5,3,3,3,4,5,4,4,5,5,4,5,5,5,4,5,4,5,5,3,4,3,4,4,3,4,5,4,3,5,4,3,3,4,4,3,3,5,3,3,5,3,3,3,3,3,3,3,2,98,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,2,3,4,3,2,2,2,2,2,2,2,3,3,11,11,4,4,5,5,5,1,10,3,1,1,0,0,0,0,0,3,1
1141,1,1,1,2,3,4,1,1,0,0,0,0,0,0,0,1,0,5,5,5,3,3,4,5,4,4,4,5,5,5,5,5,3,4,2,5,5,4,4,5,5,5,98,4,4,4,4,4,98,3,98,3,2,3,3,98,98,98,3,98,4,4,3,5,4,98,4,4,3,98,3,2,3,2,4,5,5,3,98,3,3,3,5,3,4,4,4,2,2,2,2,3,4,3,2,3,4,3,5,4,4,1,3,3,2,4,2,3,3,3,8,30,2,1,0,0,0,0,0,1,1,2
1142,1,1,1,3,1,1,1,1,0,1,1,1,0,1,0,1,0,4,4,4,3,3,4,4,4,3,5,5,5,4,5,4,2,3,2,4,3,3,4,4,3,4,3,4,4,4,3,3,3,3,4,2,3,2,4,3,3,4,4,4,4,4,3,4,4,4,4,4,1,2,1,1,4,1,4,4,4,2,3,1,2,3,2,3,4,4,4,3,3,3,3,4,4,4,4,4,4,3,5,4,5,3,4,3,7,3,2,2,1,3,6,1,1,1,1,1,0,1,0,0,2,3
1143,1,1,1,1,4,4,1,0,0,0,0,0,0,0,0,0,0,4,3,3,2,1,1,3,3,2,4,3,3,5,5,3,3,3,3,3,3,3,2,2,4,3,98,2,3,3,98,98,98,2,98,98,2,98,3,3,98,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,3,3,4,3,2,2,3,2,3,3,3,3,3,4,5,3,2,4,4,5,6,10,3,1,0,0,0,1,0,0,1,95
1144,1,1,1,1,1,2,1,1,0,1,1,1,0,1,1,0,1,4,5,4,5,4,4,4,5,4,5,4,5,5,5,4,4,4,4,4,5,5,3,2,4,2,5,4,2,4,4,98,98,4,98,98,4,98,2,98,98,98,98,98,3,4,2,4,3,98,4,4,2,2,2,2,98,2,4,5,5,4,4,98,4,4,4,4,5,3,4,2,2,2,3,4,4,4,3,4,5,4,5,5,5,5,2,,,4,3,5,4,5,3,30,1,0,1,1,1,0,0,0,2,5
1145,1,1,1,2,1,3,0,1,0,1,0,0,0,0,0,1,0,4,5,3,2,2,3,4,4,4,5,5,5,4,5,2,1,1,2,2,3,3,3,4,4,5,4,4,4,4,98,98,98,98,98,4,5,4,98,5,4,5,3,4,4,5,4,4,4,98,4,5,3,98,98,2,2,4,98,4,4,2,3,1,3,3,1,3,3,2,4,2,1,1,1,2,3,3,1,2,4,1,1,1,3,1,2,,,3,1,2,2,2,2,20,1,1,1,1,1,0,0,0,1,3
1146,1,1,1,3,3,2,1,0,0,1,0,1,0,0,0,1,0,5,5,5,3,3,5,3,2,1,3,4,3,5,5,4,4,4,4,3,3,3,3,2,3,2,4,2,1,3,4,2,3,2,2,5,5,5,4,5,4,5,4,1,4,4,2,4,2,4,4,5,1,1,1,3,3,3,4,4,4,2,2,1,2,1,1,1,2,1,2,3,3,3,4,4,4,4,1,2,4,1,5,3,5,4,4,4,7,3,2,4,3,5,3,20,3,0,0,0,1,0,0,0,1,4
1147,1,1,1,4,4,4,1,0,1,1,1,0,1,0,1,1,0,4,4,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,4,4,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,2,3,4,3,4,4,3,3,4,2,2,2,2,3,2,3,4,4,2,2,2,2,1,1,2,2,2,2,3,2,2,3,2,3,3,2,2,4,2,2,1,2,1,2,5,3,3,4,5,5,5,2,5,2,0,,99,0,0,0,1,1,5
1148,1,1,1,1,3,3,1,1,1,1,0,0,1,1,1,0,0,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,3,2,3,3,2,3,2,4,4,4,4,4,3,2,2,2,2,2,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,3,2,2,2,1,1,2,6,10,4,4,2,2,2,4,5,4,1,1,0,1,0,0,0,1,4
1149,1,1,1,3,4,2,1,0,1,1,1,0,0,0,0,1,0,3,3,3,2,2,2,3,3,3,4,2,3,4,4,3,1,1,2,1,1,1,3,3,3,4,3,3,2,3,3,3,3,3,2,3,2,4,4,3,3,4,3,2,4,4,3,3,4,3,3,4,1,3,2,2,3,2,4,4,4,2,3,2,1,1,1,1,2,1,1,3,2,2,2,3,3,3,2,2,3,1,1,1,2,1,1,3,6,3,1,4,4,5,4,10,3,0,0,0,0,0,0,1,2,2
1150,1,1,1,1,3,1,1,0,0,0,0,0,1,0,0,0,0,4,5,5,4,4,4,4,5,4,5,5,5,5,5,5,3,5,4,4,4,3,4,4,4,5,4,4,5,4,4,4,5,4,3,2,3,3,3,3,3,4,3,4,3,4,4,5,4,3,4,4,3,3,3,2,4,3,4,4,4,4,3,2,3,4,5,1,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,4,5,7,7,2,2,4,4,4,6,10,3,1,0,0,1,0,0,0,2,4
1151,1,1,1,4,4,1,1,1,1,0,0,0,0,1,0,0,0,3,2,2,2,2,2,4,3,3,4,3,3,5,5,3,1,3,1,2,2,2,2,3,4,4,98,98,98,98,4,98,4,98,4,98,2,3,98,98,98,98,98,98,98,4,3,4,4,98,3,98,2,2,2,2,98,3,3,2,2,3,4,2,4,4,4,4,4,3,4,2,2,1,2,2,4,2,1,1,2,2,2,2,1,1,2,5,3,3,1,4,98,98,6,30,1,1,0,0,0,0,0,1,2,95
1152,1,1,1,1,2,4,0,1,1,1,1,0,1,0,0,0,0,4,4,4,3,3,3,5,5,5,5,5,5,5,5,5,0,4,0,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,2,1,5,2,2,4,3,4,2,5,4,4,4,4,3,1,1,1,1,1,5,1,4,4,5,4,4,3,5,5,5,4,5,5,5,5,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,8,10,3,5,1,1,1,1,2,4,1,0,0,0,0,1,0,1,95
1153,1,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,4,5,4,5,5,5,5,5,5,4,4,3,4,3,4,4,4,5,5,98,4,98,4,4,98,98,98,98,98,4,3,5,98,98,5,4,5,4,5,5,5,98,98,4,5,2,3,2,3,3,4,4,4,4,3,98,2,3,2,3,2,2,2,2,3,2,3,3,2,5,4,3,3,2,2,3,2,4,1,4,5,8,3,4,3,3,3,6,17,2,0,0,0,0,0,0,1,2,3
1154,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,4,5,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,3,3,3,2,2,2,3,3,4,2,3,2,2,3,2,2,2,4,3,2,4,3,4,4,3,3,3,3,2,2,2,2,2,3,2,1,3,3,3,3,3,4,4,4,4,4,4,4,6,6,3,2,3,4,3,4,5,2,1,0,0,1,0,0,0,2,2
1155,1,1,1,2,2,2,1,1,1,1,0,1,1,1,1,1,0,5,5,5,5,4,3,5,5,4,5,5,4,5,5,4,4,4,3,4,5,5,4,4,5,5,3,4,3,3,4,3,3,3,2,4,5,3,5,98,98,98,98,98,4,5,5,5,5,98,4,5,98,98,2,1,98,1,98,5,5,5,5,3,5,4,5,5,5,5,5,3,4,4,3,5,5,5,5,5,5,3,5,5,5,4,4,11,11,5,1,4,3,4,8,15,4,1,1,0,1,0,0,0,1,5
1156,1,1,1,3,1,1,1,1,0,1,0,0,1,0,1,1,0,4,4,4,2,2,3,4,4,3,4,3,3,5,5,5,4,3,5,3,4,4,3,4,3,4,2,3,3,4,2,2,3,3,3,3,4,4,1,98,98,4,4,3,4,4,2,4,4,98,4,5,1,1,1,1,2,5,3,4,4,3,2,1,2,2,2,2,3,3,3,3,2,3,3,4,5,4,3,4,5,3,3,3,4,1,3,4,8,4,2,3,3,3,5,50,2,0,1,1,1,0,0,0,1,4
1157,1,1,1,1,2,3,0,1,0,1,0,0,0,0,0,0,0,4,3,4,2,3,2,5,5,5,5,5,5,5,5,4,3,5,3,4,5,3,5,5,5,5,4,5,4,4,5,4,4,3,4,2,2,2,3,3,3,4,4,3,3,4,4,4,4,4,3,3,2,3,2,2,4,2,4,4,4,4,4,3,3,4,4,4,5,5,5,3,4,3,2,4,3,4,4,4,3,1,4,4,4,1,3,6,10,4,3,3,3,3,5,15,4,1,1,0,0,0,1,0,3,95
1158,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,3,4,4,4,2,4,3,5,5,5,4,3,3,1,4,3,3,98,4,4,4,98,3,98,98,98,98,2,2,3,3,98,3,2,98,4,4,98,5,98,4,3,4,3,98,4,4,3,3,3,3,3,98,3,4,3,3,3,2,2,1,2,1,2,3,3,3,1,2,3,4,4,3,3,4,2,1,3,3,3,2,2,8,6,2,3,3,96,98,3,20,1,1,1,1,1,0,0,0,3,95
1159,1,1,1,1,2,3,1,1,0,1,0,0,0,0,0,0,1,2,3,2,2,3,2,4,4,4,5,3,4,5,5,4,4,4,3,4,4,5,4,3,5,3,3,3,3,4,4,4,4,3,3,2,3,3,2,4,3,4,4,3,4,5,4,4,4,3,4,4,3,4,4,2,3,2,4,5,5,3,3,1,3,3,3,2,4,3,3,2,3,3,3,4,4,4,3,3,5,3,3,3,3,1,2,5,6,4,3,5,5,5,5,30,1,1,1,1,0,0,1,0,1,4
1160,1,1,1,3,4,3,1,0,0,1,0,0,0,0,0,1,0,4,3,3,2,2,2,2,3,2,4,3,3,4,5,4,3,3,3,3,3,2,2,1,2,1,2,1,1,3,2,2,2,2,2,3,3,4,5,3,3,4,3,4,4,5,4,4,3,3,5,5,2,2,2,3,2,2,4,4,4,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,3,3,1,1,4,1,1,1,1,1,1,4,3,4,2,5,5,5,2,3,4,0,0,0,0,0,0,1,2,95
1161,1,1,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,4,5,1,1,1,5,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,1,3,3,3,3,3,1,3,3,4,3,3,5,5,1,5,3,5,4,3,4,4,4,1,3,1,3,3,3,3,3,5,1,3,3,1,3,1,3,2,1,1,1,1,1,1,1,1,2,2,3,3,1,1,2,1,1,1,1,1,1,3,4,1,1,97,98,98,6,15,2,1,0,0,0,0,1,0,2,3
1162,1,1,1,2,2,1,1,1,0,0,0,0,1,0,0,0,0,3,3,3,2,2,3,2,2,2,3,2,4,3,4,2,1,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,98,4,3,3,4,2,4,4,98,5,3,4,3,5,4,5,4,98,4,4,1,2,2,1,5,1,5,4,4,3,3,3,4,4,1,4,5,4,5,2,2,2,2,3,4,2,4,4,4,1,4,1,3,3,3,7,7,3,2,3,4,3,5,5,4,0,1,0,1,0,0,0,1,3
1163,1,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,3,3,4,2,2,2,4,3,3,4,3,5,4,5,4,2,2,3,3,4,2,3,3,3,4,3,3,3,4,3,4,3,3,4,3,2,3,5,98,98,98,98,98,4,4,4,4,3,98,3,98,2,98,2,3,98,98,4,4,4,1,2,1,2,1,2,1,1,2,1,3,3,3,3,4,5,5,4,4,4,1,4,4,2,1,4,,,3,2,97,3,3,6,0,2,1,0,0,0,0,0,1,1,3
1164,1,1,2,1,4,3,1,1,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,5,5,4,5,5,5,5,5,3,3,4,3,5,4,4,4,5,4,5,4,5,5,4,4,4,5,4,4,2,2,2,5,3,3,5,4,3,3,4,2,4,2,4,2,3,2,2,2,3,4,2,4,4,4,4,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,4,3,4,3,5,1,3,,,3,4,3,3,3,3,5,3,1,0,0,0,0,0,1,1,95
1165,1,1,1,2,1,1,1,1,0,1,0,0,0,0,1,0,0,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,3,3,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,5,5,4,4,4,1,5,1,5,1,1,1,1,1,1,4,1,5,5,5,4,4,3,5,5,5,2,5,5,5,5,3,4,1,5,5,5,5,5,5,5,5,5,1,5,5,8,2,3,2,4,4,4,3,30,1,1,1,1,0,1,0,0,2,2
1166,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,3,3,4,4,4,5,5,5,4,5,3,4,3,3,5,5,5,4,4,4,4,3,2,98,98,3,98,98,98,98,2,2,2,5,3,4,98,4,4,4,4,4,5,4,3,4,4,2,1,1,3,2,2,3,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,3,4,3,1,2,1,3,3,3,6,7,2,3,2,1,3,4,5,3,1,1,0,1,0,0,0,1,3
1167,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,1,2,2,2,2,2,3,2,4,3,2,1,3,2,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,98,98,4,3,4,3,3,3,3,98,4,4,98,3,3,3,3,98,98,98,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,1,1,1,1,1,,,3,2,5,5,5,8,20,2,1,0,0,0,0,0,1,3,95
1168,1,1,1,4,4,1,1,1,0,1,1,0,0,1,0,0,0,4,4,4,1,1,5,5,4,4,5,4,3,5,5,3,3,3,5,4,5,5,3,2,3,1,4,4,2,5,4,3,5,3,5,2,1,1,1,5,3,4,5,5,3,5,5,4,5,4,2,1,1,1,1,1,1,4,3,5,5,3,3,1,5,4,3,3,4,2,5,1,3,3,3,3,4,4,2,2,5,5,5,4,4,4,1,5,3,4,2,3,4,3,5,10,1,0,0,0,0,0,0,1,3,1
1169,1,1,1,2,1,2,1,1,0,0,0,0,0,0,1,0,0,3,1,4,5,5,5,5,5,5,3,2,5,3,4,4,1,4,2,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,1,1,1,1,3,3,3,3,2,2,4,1,2,3,4,1,1,1,1,1,1,5,2,5,5,4,4,5,3,5,5,3,4,3,5,3,4,4,4,1,4,5,5,4,4,5,2,5,3,5,4,4,8,5,3,3,97,98,98,1,1,4,1,1,1,0,1,0,0,1,5
1170,1,1,1,4,3,3,0,0,0,1,0,0,0,0,0,1,0,4,4,4,2,2,2,2,1,1,2,1,4,5,4,4,2,2,3,2,3,2,2,2,3,2,98,3,98,98,98,98,98,3,98,4,5,4,4,98,98,4,4,3,3,5,4,4,3,98,5,4,2,2,2,2,3,2,3,3,4,2,2,1,2,1,1,1,1,1,1,4,1,1,2,2,4,3,1,2,3,2,2,1,2,1,3,3,6,3,2,3,4,3,6,27,3,0,1,0,0,0,0,1,1,95
1171,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,4,3,2,4,4,4,4,4,4,5,4,5,3,1,4,3,4,4,4,3,3,4,3,4,4,98,4,98,98,4,98,98,98,2,3,4,98,98,98,98,98,3,3,4,5,4,98,4,4,2,2,1,2,98,2,4,4,4,4,4,98,4,4,5,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,3,2,97,98,98,3,5,1,1,0,0,1,0,0,0,1,3
1172,1,1,1,3,1,4,1,1,1,0,0,0,1,1,1,1,0,3,2,3,2,2,3,3,4,4,3,4,4,4,4,4,3,3,2,3,3,3,3,4,3,3,4,3,3,3,4,3,4,3,3,4,2,3,4,2,3,4,4,3,4,2,2,3,4,3,4,4,1,3,1,2,4,2,4,3,3,4,4,4,4,4,2,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,7,3,3,97,96,96,2,10,3,1,0,0,1,0,0,0,1,95
1173,1,1,1,3,1,2,1,1,0,1,1,0,0,0,0,0,0,5,5,5,2,4,5,4,4,3,4,4,5,4,5,3,5,4,2,5,5,3,3,4,5,4,4,5,4,4,5,4,4,5,5,2,2,2,4,98,98,5,3,4,2,4,4,4,2,98,2,4,1,2,1,2,4,2,4,5,5,4,4,2,2,2,3,1,1,3,1,5,3,3,5,5,4,4,3,4,4,3,5,5,5,5,5,5,9,3,3,3,2,4,1,3,3,1,1,1,1,0,0,0,2,5
1174,1,1,1,2,2,2,1,1,0,1,0,0,0,0,0,0,0,4,4,3,4,4,4,5,5,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,4,3,4,4,3,4,4,2,2,2,2,3,3,3,4,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,2,11,11,5,3,2,3,3,8,40,3,1,,99,1,0,0,0,4,1
1175,1,1,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,3,4,4,4,4,4,4,5,5,4,2,3,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,3,3,3,3,2,1,1,1,1,1,1,1,3,3,3,3,3,4,4,3,3,2,1,1,1,1,1,2,4,3,2,1,3,3,3,8,20,1,1,0,0,1,0,0,0,1,95
1176,1,1,1,2,2,2,1,0,0,1,1,0,1,0,1,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,5,3,5,4,4,5,98,5,5,5,5,3,5,98,3,1,4,98,98,5,5,4,4,4,4,5,4,98,4,98,5,5,5,1,5,1,5,5,5,2,98,1,3,1,1,1,1,1,1,4,3,3,3,3,4,3,3,3,4,1,3,1,1,3,1,5,3,2,3,97,98,96,3,4,2,1,0,0,1,0,0,0,2,95
